PRODUCT_ID,DATE,FORECASTED_SALES
1,2024-08-01,44
1,2024-08-02,45
1,2024-08-03,49
1,2024-08-04,49
1,2024-08-05,50
1,2024-08-06,43
1,2024-08-07,40
1,2024-08-08,51
1,2024-08-09,50
1,2024-08-10,47
1,2024-08-11,42
1,2024-08-12,48
1,2024-08-13,45
1,2024-08-14,50
1,2024-08-15,48
1,2024-08-16,50
1,2024-08-17,53
1,2024-08-18,52
1,2024-08-19,48
1,2024-08-20,44
1,2024-08-21,46
1,2024-08-22,48
1,2024-08-23,46
1,2024-08-24,46
1,2024-08-25,47
1,2024-08-26,46
1,2024-08-27,44
1,2024-08-28,48
1,2024-08-29,41
1,2024-08-30,45
1,2024-08-31,48
2,2024-08-01,32
2,2024-08-02,48
2,2024-08-03,55
2,2024-08-04,45
2,2024-08-05,58
2,2024-08-06,32
2,2024-08-07,40
2,2024-08-08,41
2,2024-08-09,34
2,2024-08-10,35
2,2024-08-11,51
2,2024-08-12,42
2,2024-08-13,55
2,2024-08-14,49
2,2024-08-15,42
2,2024-08-16,35
2,2024-08-17,38
2,2024-08-18,55
2,2024-08-19,43
2,2024-08-20,52
2,2024-08-21,43
2,2024-08-22,38
2,2024-08-23,52
2,2024-08-24,44
2,2024-08-25,49
2,2024-08-26,44
2,2024-08-27,48
2,2024-08-28,38
2,2024-08-29,17
2,2024-08-30,33
2,2024-08-31,35
3,2024-08-01,42
3,2024-08-02,35
3,2024-08-03,42
3,2024-08-04,42
3,2024-08-05,37
3,2024-08-06,34
3,2024-08-07,43
3,2024-08-08,37
3,2024-08-09,36
3,2024-08-10,41
3,2024-08-11,36
3,2024-08-12,40
3,2024-08-13,40
3,2024-08-14,40
3,2024-08-15,43
3,2024-08-16,43
3,2024-08-17,38
3,2024-08-18,44
3,2024-08-19,42
3,2024-08-20,40
3,2024-08-21,33
3,2024-08-22,44
3,2024-08-23,37
3,2024-08-24,45
3,2024-08-25,35
3,2024-08-26,30
3,2024-08-27,40
3,2024-08-28,42
3,2024-08-29,37
3,2024-08-30,34
3,2024-08-31,43
4,2024-08-01,48
4,2024-08-02,51
4,2024-08-03,53
4,2024-08-04,44
4,2024-08-05,38
4,2024-08-06,46
4,2024-08-07,47
4,2024-08-08,45
4,2024-08-09,48
4,2024-08-10,45
4,2024-08-11,48
4,2024-08-12,32
4,2024-08-13,53
4,2024-08-14,40
4,2024-08-15,44
4,2024-08-16,34
4,2024-08-17,62
4,2024-08-18,49
4,2024-08-19,46
4,2024-08-20,32
4,2024-08-21,44
4,2024-08-22,40
4,2024-08-23,50
4,2024-08-24,39
4,2024-08-25,53
4,2024-08-26,48
4,2024-08-27,46
4,2024-08-28,45
4,2024-08-29,54
4,2024-08-30,56
4,2024-08-31,51
5,2024-08-01,41
5,2024-08-02,33
5,2024-08-03,41
5,2024-08-04,44
5,2024-08-05,34
5,2024-08-06,40
5,2024-08-07,38
5,2024-08-08,39
5,2024-08-09,49
5,2024-08-10,39
5,2024-08-11,36
5,2024-08-12,43
5,2024-08-13,42
5,2024-08-14,44
5,2024-08-15,33
5,2024-08-16,36
5,2024-08-17,46
5,2024-08-18,36
5,2024-08-19,39
5,2024-08-20,44
5,2024-08-21,39
5,2024-08-22,40
5,2024-08-23,50
5,2024-08-24,36
5,2024-08-25,33
5,2024-08-26,32
5,2024-08-27,44
5,2024-08-28,44
5,2024-08-29,33
5,2024-08-30,41
5,2024-08-31,42
6,2024-08-01,17
6,2024-08-02,23
6,2024-08-03,23
6,2024-08-04,35
6,2024-08-05,25
6,2024-08-06,25
6,2024-08-07,9
6,2024-08-08,19
6,2024-08-09,18
6,2024-08-10,18
6,2024-08-11,20
6,2024-08-12,15
6,2024-08-13,17
6,2024-08-14,23
6,2024-08-15,26
6,2024-08-16,24
6,2024-08-17,23
6,2024-08-18,26
6,2024-08-19,15
6,2024-08-20,27
6,2024-08-21,20
6,2024-08-22,27
6,2024-08-23,26
6,2024-08-24,20
6,2024-08-25,21
6,2024-08-26,18
6,2024-08-27,10
6,2024-08-28,27
6,2024-08-29,21
6,2024-08-30,25
6,2024-08-31,21
7,2024-08-01,17
7,2024-08-02,14
7,2024-08-03,17
7,2024-08-04,21
7,2024-08-05,14
7,2024-08-06,6
7,2024-08-07,20
7,2024-08-08,4
7,2024-08-09,15
7,2024-08-10,18
7,2024-08-11,14
7,2024-08-12,14
7,2024-08-13,23
7,2024-08-14,15
7,2024-08-15,15
7,2024-08-16,13
7,2024-08-17,19
7,2024-08-18,25
7,2024-08-19,20
7,2024-08-20,10
7,2024-08-21,32
7,2024-08-22,15
7,2024-08-23,18
7,2024-08-24,19
7,2024-08-25,28
7,2024-08-26,5
7,2024-08-27,22
7,2024-08-28,23
7,2024-08-29,10
7,2024-08-30,22
7,2024-08-31,14
8,2024-08-01,39
8,2024-08-02,26
8,2024-08-03,23
8,2024-08-04,30
8,2024-08-05,26
8,2024-08-06,41
8,2024-08-07,20
8,2024-08-08,36
8,2024-08-09,26
8,2024-08-10,35
8,2024-08-11,21
8,2024-08-12,44
8,2024-08-13,41
8,2024-08-14,37
8,2024-08-15,30
8,2024-08-16,25
8,2024-08-17,35
8,2024-08-18,34
8,2024-08-19,50
8,2024-08-20,30
8,2024-08-21,32
8,2024-08-22,16
8,2024-08-23,31
8,2024-08-24,32
8,2024-08-25,36
8,2024-08-26,30
8,2024-08-27,16
8,2024-08-28,26
8,2024-08-29,45
8,2024-08-30,19
8,2024-08-31,16
9,2024-08-01,27
9,2024-08-02,37
9,2024-08-03,37
9,2024-08-04,36
9,2024-08-05,38
9,2024-08-06,40
9,2024-08-07,36
9,2024-08-08,37
9,2024-08-09,41
9,2024-08-10,44
9,2024-08-11,36
9,2024-08-12,35
9,2024-08-13,28
9,2024-08-14,42
9,2024-08-15,38
9,2024-08-16,35
9,2024-08-17,29
